Violation,Issue Date,Time,Location,Fine Amount,
21,9/19/2015,1234,WEST STATE,10.00,
21,9/19/2015,1240,NORTH CONGRESS,10.00,
21,9/19/2015,1249,WEST UNION,10.00,
21,9/19/2015,1251,WEST UNION,10.00,
21,9/19/2015,1252,WEST UNION,10.00,
21,9/19/2015,1254,WEST UNION,10.00,
21,9/19/2015,1258,WEST UNION,10.00,
21,9/19/2015,1328,WEST UNION,10.00,
21,9/19/2015,1330,WEST UNION,10.00,
21,9/19/2015,1332,WEST UNION,10.00,
21,9/19/2015,1334,WEST UNION,10.00,
21,9/19/2015,1339,MULBERRY,10.00,
21,9/19/2015,1353,NORTH COLLEGE,10.00,
21,9/19/2015,1356,PARKING GARAGE,10.00,
21,9/19/2015,1358,PARKING GARAGE,10.00,
,9/19/2015,1407,,0.00,
21,9/19/2015,1410,PARKING GARAGE,10.00,
21,9/19/2015,1412,PARKING GARAGE,10.00,
21,9/19/2015,1414,PARKING GARAGE,10.00,
21,9/19/2015,1417,PARKING GARAGE,10.00,
21,9/19/2015,1418,PARKING GARAGE,10.00,
21,9/19/2015,1419,PARKING GARAGE,10.00,
21,9/19/2015,1423,EAST WASHINGTON,10.00,
07,9/19/2015,1425,EAST WASHINGTON,30.00,
21,9/19/2015,1428,WEST WASHINGTON,10.00,
21,9/19/2015,1429,WEST WASHINGTON,10.00,
21,9/19/2015,1435,WEST WASHINGTON,10.00,
21,9/19/2015,1437,WEST WASHINGTON,10.00,
21,9/19/2015,1438,WEST WASHINGTON,10.00,
21,9/19/2015,1440,WEST WASHINGTON,10.00,
07,9/19/2015,1453,UNIVERSITY TERRACE,30.00,
07,9/19/2015,1454,UNIVERSITY TERRACE,30.00,
07,9/19/2015,1455,UNIVERSITY TERRACE,30.00,
21,9/19/2015,1541,NORTH COURT,10.00,
21,9/19/2015,1542,NORTH COURT,10.00,
21,9/19/2015,1546,WEST STATE,10.00,
21,9/19/2015,1547,WEST STATE,10.00,
21,9/19/2015,1553,NORTH COURT,10.00,
21,9/19/2015,1554,NORTH COURT,10.00,
21,9/19/2015,1555,NORTH COURT,10.00,
21,9/19/2015,1556,NORTH COURT,10.00,
,9/19/2015,1557,,0.00,
21,9/19/2015,1557,NORTH COURT,10.00,
21,9/19/2015,1558,NORTH COURT,10.00,
21,9/19/2015,1559,NORTH COURT,10.00,
21,9/19/2015,1602,ARMORY,10.00,
21,9/19/2015,1606,CARPENTER,10.00,
21,9/19/2015,1607,CARPENTER,10.00,
21,9/19/2015,1609,NORTH COURT,10.00,
21,9/19/2015,1609,NORTH COURT,10.00,
21,9/19/2015,1610,NORTH COURT,10.00,
21,9/19/2015,1612,NORTH COURT,10.00,
21,9/19/2015,1613,NORTH COURT,10.00,
21,9/20/2015,1245,PARKING GARAGE,10.00,
01N,9/21/2015,1844,S COURT,30.00,
21,9/21/2015,0947,UNIVERSITY TERRACE,10.00,
21,9/21/2015,0958,MULBERRY,10.00,
21,9/21/2015,1010,SOUTH COURT,10.00,
21,9/21/2015,1018,SOUTH COURT,10.00,
22B,9/21/2015,1148,EAST UNION,15.00,
22B,9/21/2015,1150,EAST UNION,15.00,
21,9/21/2015,1157,UNIVERSITY TERRACE,10.00,
22B,9/21/2015,1158,UNIVERSITY TERRACE,15.00,
21,9/21/2015,1205,MULBERRY,10.00,
21,9/21/2015,1212,SOUTH COURT,10.00,
21,9/21/2015,1214,PRESIDENT,10.00,
21,9/21/2015,1221,SOUTH COURT,10.00,
22B,9/21/2015,1223,SOUTH COURT,15.00,
22B,9/21/2015,1224,WEST UNION,15.00,
19,9/21/2015,1226,WEST UNION,30.00,
22B,9/21/2015,1228,WEST UNION,15.00,
21,9/21/2015,1229,WEST UNION,10.00,
01Q,9/21/2015,1230,WEST UNION,30.00,
19,9/21/2015,1234,SOUTH COURT,30.00,
22B,9/21/2015,1236,SOUTH COURT,15.00,
22B,9/21/2015,1402,SOUTH COURT,15.00,
